userId,videoStartTime,videoEndTime,videoTotalTime,videoId,time
45896,154.430703,138.63474,372,25314,2016-04-29T23:24:45.733Z
45896,147.902416,131.1002435064935,372,25314,2016-04-29T23:25:06.735Z
45896,136.574982,122.124341,372,25314,2016-04-29T23:25:15.737Z
45896,164.966221,150.269614,372,25314,2016-04-29T23:26:09.734Z
45896,227.263274,210.335148,372,25314,2016-04-29T23:27:42.735Z
45896,210.335148,199.995923,372,25314,2016-04-29T23:27:45.782Z
45896,199.995923,186.642351,372,25314,2016-04-29T23:27:48.737Z
45896,186.642351,170.623714,372,25314,2016-04-29T23:27:51.776Z
45896,189.856573,195.776125,372,25314,2016-04-29T23:28:21.728Z
45896,243.539549,237.344264,372,25314,2016-04-29T23:29:12.732Z
45896,240.362813,232.384806,372,25314,2016-04-29T23:29:18.735Z
45896,256.394239,244.41907467532468,372,25314,2016-04-29T23:29:45.735Z
45896,283.005469,267.022564,372,25314,2016-04-29T23:30:27.725Z
45896,267.022564,223.0211038961039,372,25314,2016-04-29T23:30:30.727Z
45896,223.0211038961039,212.469488,372,25314,2016-04-29T23:30:33.757Z
45896,212.469488,280.765728,372,25314,2016-04-29T23:30:36.730Z
45896,371.541,364.596229,372,25314,2016-04-29T23:32:36.728Z
45896,19.174422,8.38338,414,25315,2016-04-29T23:33:14.326Z
45896,325.506695,299.709956,414,25315,2016-04-29T23:41:23.315Z
45896,299.709956,280.822699,414,25315,2016-04-29T23:41:26.343Z
45896,337.827642,331.311204,414,25315,2016-04-29T23:42:26.364Z
45896,413.361,358.024877,414,25315,2016-04-29T23:44:59.313Z
45896,413.361,365.18006249999996,414,25315,2016-04-29T23:47:05.367Z
78811,19.641,24.96,213,25181,2016-04-29T23:48:20.434Z
45896,413.361,401.115074,414,25315,2016-04-29T23:48:53.304Z
45896,413.361,381.48267,414,25315,2016-04-29T23:51:32.304Z
45896,413.361,2.177438,414,25315,2016-04-29T23:58:20.290Z
45896,7.936054,404.099729,414,25315,2016-04-29T23:58:29.290Z
45896,410.090432,396.374032,414,25315,2016-04-29T23:58:38.294Z
76159,145.1490138,131.959961486,491,25312,2016-04-30T00:05:14.990Z
45896,237.221,0,238,25316,2016-04-30T00:37:28.316Z
76630,248.421,264.1950608974359,362,25311,2016-04-30T00:45:33.042Z
76630,264.1950608974359,297.388304,362,25311,2016-04-30T00:45:36.042Z
76630,297.388304,337.143003,362,25311,2016-04-30T00:45:39.069Z
76630,337.143003,347.757121,362,25311,2016-04-30T00:45:42.046Z
75330,42.678,208.042758,213,25181,2016-04-30T00:48:42.650Z
75330,81.759,66.355866,611,25313,2016-04-30T00:52:15.444Z
75330,66.355866,53.487521,611,25313,2016-04-30T00:52:18.443Z
75330,31.679,1.399,372,25314,2016-04-30T01:04:05.882Z
45896,237.221,0.691429,238,25316,2016-04-30T01:12:25.973Z
75330,242.342712,234.260931,372,25314,2016-04-30T01:13:38.892Z
45896,207.790159,58.218796,238,25316,2016-04-30T01:15:55.969Z
45896,109.465259,92.730622,238,25316,2016-04-30T01:16:49.971Z
75330,10.998,1.378,414,25315,2016-04-30T01:21:23.083Z
75330,91.638,81.91430172413793,414,25315,2016-04-30T01:22:56.087Z
45896,237.221,1.945283,238,25316,2016-04-30T01:31:01.790Z
